ida	idb	crca	crcb	pdockq	label	dataset
Q16526	Q8NHM5	CRC-96A5B09A6364D3B9	CRC-3A1A17B8EA9EA953		0	negatome
Q16526	Q9H469	CRC-96A5B09A6364D3B9	CRC-3AF8CAFDDF75D720		0	negatome
Q16526	Q9Y297	CRC-96A5B09A6364D3B9	CRC-4C67F3B7E400FD37		0	negatome
Q16526	Q9UKC9	CRC-96A5B09A6364D3B9	CRC-61938E434618BA3D		0	negatome
Q16526	Q9Y2K7	CRC-96A5B09A6364D3B9	CRC-88620A363A5C5842		0	negatome
Q16526	Q8NEZ5	CRC-96A5B09A6364D3B9	CRC-D96712BAA1149D8D		0	negatome
P33991	Q9UBD5	CRC-96D9CA2A7D88D015	CRC-E713569A11B39B1C		0	negatome
P01116	Q7L099	CRC-973547B2E11C2C81	CRC-E8657DF068BE4113		0	negatome
Q13546	Q6DQH2	CRC-976E2428D525A9B2	CRC-42E83543ECD91E6E		0	negatome
Q13546	Q8N5F7	CRC-976E2428D525A9B2	CRC-44BD1DE20F7ED35A		0	negatome
Q01705	Q09163	CRC-97C91F69BABF02BF	CRC-E79864FEA5AF4FF1		0	negatome
P53667	Q8TEW0	CRC-9838BEFBE7006447	CRC-A4FD3F4F9AD8B92A		0	negatome
P20338	P21731	CRC-983D65E1162741B0	CRC-114A7C3F3F0D35F1		0	negatome
P20338	Q6WKZ4	CRC-983D65E1162741B0	CRC-19DF0C848435780B		0	negatome
P20338	Q8NEU8	CRC-983D65E1162741B0	CRC-359404B1CBA813DB		0	negatome
P20338	Q9UKG1	CRC-983D65E1162741B0	CRC-4CABECFCF4BB110D		0	negatome
Q92985	Q9J2K2	CRC-9863C147514652DE	CRC-6C8D30F7C38FF77F		0	negatome
O08785	P45481	CRC-9864D947049742F4	CRC-D89AF52B7BD33347		0	negatome
P07196	P21246	CRC-98C1712D8ACFF33A	CRC-0359C08B6497B579		0	negatome
P07196	Q9H213	CRC-98C1712D8ACFF33A	CRC-408C59F0CCAA6781		0	negatome
P07196	Q9UKY1	CRC-98C1712D8ACFF33A	CRC-66CF1CEC5EF824E5		0	negatome
P07196	Q7L311	CRC-98C1712D8ACFF33A	CRC-7627CBFFE61C329B		0	negatome
P07196	P26641	CRC-98C1712D8ACFF33A	CRC-A6110663110CF3FC		0	negatome
P07196	P51693	CRC-98C1712D8ACFF33A	CRC-B95F0F4D1C5CBAC7		0	negatome
P07196	Q5T3J3	CRC-98C1712D8ACFF33A	CRC-D39A2BB494F16AAA		0	negatome
P07196	P55854	CRC-98C1712D8ACFF33A	CRC-E337E34CB5B3B187		0	negatome
P07196	Q9P2H0	CRC-98C1712D8ACFF33A	CRC-EF181D0177691D00		0	negatome
P07196	Q8NI70	CRC-98C1712D8ACFF33A	CRC-F073C2BA91FE0059		0	negatome
P38936	P49736	CRC-98D1E7C519ADFCA9	CRC-52C6DC61F128B404		0	negatome
P31750	Q155Q3	CRC-98DF28E5EFE03730	CRC-E643D1A69B00238C		0	negatome
P15307	Q04863	CRC-98FC237B6D140416	CRC-AA49781A891ED7B8		0	negatome
P26450	P97465	CRC-9975D7AD8BABBA9C	CRC-C999C9FE0DA58EA3		0	negatome
P06753	P60981	CRC-99EAD24C45460A14	CRC-8868A3167924100E		0	negatome
O60260	P56524	CRC-9A8BB802A3FC84C3	CRC-BB7FD37652D12398		0	negatome
P21981	P43407	CRC-9B64B074D3F837DE	CRC-C213D1B64D88376F		0	negatome
O70622	Q7M6Z0	CRC-9BBD8F372CF63AD3	CRC-412500FEE8154B47		0	negatome
O70622	Q8K0S5	CRC-9BBD8F372CF63AD3	CRC-8285A01C1250D18A		0	negatome
P14625	P35222	CRC-9BF6705A7A2ED0D0	CRC-CB78F165A3EEF86E		0	negatome
Q0VC48	Q28177	CRC-9C4BBE388C1B7ED2	CRC-F3996852E69661B6		0	negatome
P07620	P0A9X4	CRC-9CB45EB82B8ADBCE	CRC-1393696D8CDAEF93		0	negatome
P07620	P29131	CRC-9CB45EB82B8ADBCE	CRC-21CEA5771FF3FB66		0	negatome
P07620	P0AEN4	CRC-9CB45EB82B8ADBCE	CRC-6DD5DF7B2ECB7090		0	negatome
P07620	P0ABG4	CRC-9CB45EB82B8ADBCE	CRC-7935EC952AD9A1F3		0	negatome
P07620	P0A6S5	CRC-9CB45EB82B8ADBCE	CRC-9B50A7EF637809D7		0	negatome
P07620	P0A9A6	CRC-9CB45EB82B8ADBCE	CRC-B3A53340367DBBA0		0	negatome
P07620	P0AC30	CRC-9CB45EB82B8ADBCE	CRC-C006ED56043739AE		0	negatome
P07620	P0ABH0	CRC-9CB45EB82B8ADBCE	CRC-C2475377A229B982		0	negatome
P07620	P0AD68	CRC-9CB45EB82B8ADBCE	CRC-C89A403D5980B2CD		0	negatome
Q8BPB5	Q9QZJ6	CRC-9CEDC7BF2FF9430F	CRC-8DDB1EECADE52E13		0	negatome
O60683	Q92968	CRC-9CF2CE5E4C797799	CRC-1E85BEE04366C01C		0	negatome
O60683	P56589	CRC-9CF2CE5E4C797799	CRC-3515A1F29656B7CC		0	negatome
O60683	Q9Y5Y5	CRC-9CF2CE5E4C797799	CRC-57243AEE0B165C59		0	negatome
O60683	O75192	CRC-9CF2CE5E4C797799	CRC-D904EC715271FF87		0	negatome
O60683	P28328	CRC-9CF2CE5E4C797799	CRC-F624F93C613FF2DB		0	negatome
P98170	Q13077	CRC-9D394C16D45EB635	CRC-A956A123A40D284A		0	negatome
Q00262	Q99N50	CRC-9D82330D0F5CA2F4	CRC-226B59F5A32FA4A4		0	negatome
Q00262	Q549X6	CRC-9D82330D0F5CA2F4	CRC-2AC218E2A4BE4C8D		0	negatome
Q00262	Q80T23	CRC-9D82330D0F5CA2F4	CRC-C1560AB677818B57		0	negatome
Q00262	Q99N48	CRC-9D82330D0F5CA2F4	CRC-F9F404D2D77A6351		0	negatome
O24456	P49177	CRC-9DA103C4300FE96B	CRC-06673A2F707A2F44		0	negatome
P01100	P35452	CRC-9E3B2969347C90C8	CRC-224D53783405A162		0	negatome
P01100	P49736	CRC-9E3B2969347C90C8	CRC-52C6DC61F128B404		0	negatome
P01100	P21675	CRC-9E3B2969347C90C8	CRC-93BE3D181A72ABEB		0	negatome
P01100	P0C746	CRC-9E3B2969347C90C8	CRC-B47598ABCE66EE71		0	negatome
P00757	P01140	CRC-9F6690E21982C3DC	CRC-DAB346B1093E7E06		0	negatome
P63096	P63244	CRC-9F88311B46E62DE3	CRC-257F91E369ED2044		0	negatome
P63096	Q6Y2X3	CRC-9F88311B46E62DE3	CRC-DAECF48B7196C7F2		0	negatome
P24394	Q8WXW3	CRC-9F886DF5612297F8	CRC-B469FB3BCC7E80FD		0	negatome
P24394	P35225	CRC-9F886DF5612297F8	CRC-BE2D46CCF913D129		0	negatome
P24394	P35225	CRC-9F886DF5612297F8	CRC-BE2D46CCF913D129		0	negatome
Q92730	Q9H9D4	CRC-9FD56ACB878FBCCA	CRC-0D3CDA7572D17721		0	negatome
Q92730	Q92785	CRC-9FD56ACB878FBCCA	CRC-1044B4D3036075FC		0	negatome
Q92730	Q9H2S9	CRC-9FD56ACB878FBCCA	CRC-42AE169A3E2E14D3		0	negatome
Q92730	Q9UHX1	CRC-9FD56ACB878FBCCA	CRC-619F3C30D1C5951C		0	negatome
Q92730	Q93096	CRC-9FD56ACB878FBCCA	CRC-702008013D3F3835		0	negatome
Q92730	Q92730	CRC-9FD56ACB878FBCCA	CRC-9FD56ACB878FBCCA		0	negatome
Q92730	Q9NQX6	CRC-9FD56ACB878FBCCA	CRC-A9DB42D0870A7767		0	negatome
Q92730	Q9UHR5	CRC-9FD56ACB878FBCCA	CRC-C48CEFBD73CE82BC		0	negatome
Q92730	Q9UH92	CRC-9FD56ACB878FBCCA	CRC-D1981730051473C5		0	negatome
Q92730	Q9H6S3	CRC-9FD56ACB878FBCCA	CRC-DAB07744B04CFEE2		0	negatome
P06729	P13987	CRC-A03D853C3B618917	CRC-2F0D29CBE3C28505		0	negatome
P06729	P09326	CRC-A03D853C3B618917	CRC-9E46D76FC36A512C		0	negatome
O54968	Q05343	CRC-A07478F07F0C90B2	CRC-AF86A74FD05BD470		0	negatome
P05067	Q9UPT6	CRC-A12EE761403740F5	CRC-84166F5725D74B25		0	negatome
P05067	P30533	CRC-A12EE761403740F5	CRC-D56A7DA754125CFA		0	negatome
P07766	P43403	CRC-A1603D01CE9957D7	CRC-D1E1A8EC66FA116F		0	negatome
P33176	Q96EK5	CRC-A1FE5760C3250C8B	CRC-DA86308364D31335		0	negatome
Q16611	Q76RI8	CRC-A2200FE72A46D04E	CRC-5A13A3DB1902C306		0	negatome
P11632	Q02821	CRC-A227296A12D440D8	CRC-8D3A0CB76F2E7C00		0	negatome
P42858	Q96NA2	CRC-A267509E84D52F0D	CRC-1057A1DAC2FFED94		0	negatome
P42858	Q13127	CRC-A267509E84D52F0D	CRC-EBC652EED19CA161		0	negatome
P35570	P62994	CRC-A274BC7540CA85C5	CRC-83A4B0BA1B248DC4		0	negatome
P51149	Q8NEU8	CRC-A2AF33B16A672971	CRC-359404B1CBA813DB		0	negatome
P51149	Q9UKG1	CRC-A2AF33B16A672971	CRC-4CABECFCF4BB110D		0	negatome
P51150	Q80T23	CRC-A2AF33B16A672971	CRC-C1560AB677818B57		0	negatome
P51150	Q91V27	CRC-A2AF33B16A672971	CRC-C91444B16B8EFA1D		0	negatome
P51149	Q7L099	CRC-A2AF33B16A672971	CRC-E8657DF068BE4113		0	negatome
P51149	Q7Z6M1	CRC-A2AF33B16A672971	CRC-FBB17B9C6260C62E		0	negatome
P07949	Q07731	CRC-A3DA0CE01A19A441	CRC-AE06C646682895A5		0	negatome
P15559	Q00987	CRC-A4010462AD00F3FE	CRC-F37CE163876BC983		0	negatome
Q15750	Q9BYM8	CRC-A45743288718983A	CRC-C6EF957B1F152FF2		0	negatome
O15350	Q76N89	CRC-A467493C5D93EEE0	CRC-22AE698F16276E98		0	negatome
O30916	P55072	CRC-A484B55502CFA643	CRC-501B721D3A77BA8A		0	negatome
O43541	Q9UPN9	CRC-A4B928AE2D34EBC2	CRC-7A36013799E9933C		0	negatome
P60228	Q8IUI8	CRC-A5368651DD0DDD0C	CRC-89F6CACD76397AF8		0	negatome
Q04656	Q9UJW0	CRC-A54F17EA08FDACDB	CRC-2105D6C0A713B11D		0	negatome
G8JZS0	P08603-2	CRC-A568B948A0217846	CRC-3C26D62A2BF9BFEE		0	negatome
P13725	P42702	CRC-A5BE281175D101B9	CRC-C8602897E359FCE5		0	negatome
O24017	Q9SYV0	CRC-A5BF4F2C01297120	CRC-8841D55CFAA04801		0	negatome
O82533	Q8VY16	CRC-A5CE7F111C962044	CRC-A3F6FB34A264657E		0	negatome
P26641	Q8N2W9	CRC-A6110663110CF3FC	CRC-26AAA18246E1ACE3		0	negatome
P26641	Q16891	CRC-A6110663110CF3FC	CRC-357F25DCABB02E50		0	negatome
P26641	Q9H213	CRC-A6110663110CF3FC	CRC-408C59F0CCAA6781		0	negatome
P26641	Q12873	CRC-A6110663110CF3FC	CRC-4494F56E5D0E7083		0	negatome
P26641	Q9UKY1	CRC-A6110663110CF3FC	CRC-66CF1CEC5EF824E5		0	negatome
P26641	Q7L311	CRC-A6110663110CF3FC	CRC-7627CBFFE61C329B		0	negatome
P26641	P51693	CRC-A6110663110CF3FC	CRC-B95F0F4D1C5CBAC7		0	negatome
P26641	Q5T3J3	CRC-A6110663110CF3FC	CRC-D39A2BB494F16AAA		0	negatome
P26641	P55854	CRC-A6110663110CF3FC	CRC-E337E34CB5B3B187		0	negatome
P26641	Q9P2H0	CRC-A6110663110CF3FC	CRC-EF181D0177691D00		0	negatome
P26641	Q8NI70	CRC-A6110663110CF3FC	CRC-F073C2BA91FE0059		0	negatome
P20226	Q99626	CRC-A61A578D972B970B	CRC-B5724F1F7CA569AF		0	negatome
P20226	Q99626	CRC-A61A578D972B970B	CRC-B5724F1F7CA569AF		0	negatome
P20226	P23511	CRC-A61A578D972B970B	CRC-D00BE17041EB1A9E		0	negatome
P20226	P23511	CRC-A61A578D972B970B	CRC-D00BE17041EB1A9E		0	negatome
Q15024	Q99547	CRC-A674F745CEC61BBB	CRC-506D5274C839BD7E		0	negatome
Q15024	Q9Y2L1	CRC-A674F745CEC61BBB	CRC-92336BA0D06247FE		0	negatome
Q15024	Q15024	CRC-A674F745CEC61BBB	CRC-A674F745CEC61BBB		0	negatome
Q15024	Q9NQT4	CRC-A674F745CEC61BBB	CRC-C3C1FCB39D85B1EE		0	negatome
Q15024	Q96B26	CRC-A674F745CEC61BBB	CRC-FC8F5BAE74A1FF55		0	negatome
O95361	Q9ULZ3	CRC-A6760717937D82F8	CRC-455987286586F46A		0	negatome
O43929	P49736	CRC-A7020B6690E30B4E	CRC-52C6DC61F128B404		0	negatome
Q8AVZ3	Q91783	CRC-A81D96C89F9AD945	CRC-48A477D1E2559115		0	negatome
P54645	P80385	CRC-A869C340A85785ED	CRC-36031E526C1F1E97		0	negatome
P27037	Q13347	CRC-A89822E880979618	CRC-02797BB72A752A96		0	negatome
P48023	Q68396	CRC-A8A6EB358246E9BB	CRC-4874D6CC0B1646F5		0	negatome
P48023	Q9YP87	CRC-A8A6EB358246E9BB	CRC-FC720DA743F62A2A		0	negatome
P08238	P42212	CRC-A93118C214D03810	CRC-EA5A6F21FBFB6E05		0	negatome
Q13077	Q8TDR0	CRC-A956A123A40D284A	CRC-0675AA0E5319D2EB		0	negatome
Q13077	Q96CA5	CRC-A956A123A40D284A	CRC-B2EAAEE531BEC101		0	negatome
Q9NQX6	Q9UHX1	CRC-A9DB42D0870A7767	CRC-619F3C30D1C5951C		0	negatome
Q9NQX6	Q9UHR5	CRC-A9DB42D0870A7767	CRC-C48CEFBD73CE82BC		0	negatome
Q9NQX6	Q9UH92	CRC-A9DB42D0870A7767	CRC-D1981730051473C5		0	negatome
P07200	Q04771	CRC-A9FC32859BA6AF06	CRC-E2B0F051D19DD052		0	negatome
P35288	Q80T23	CRC-AA1F2B25BAECD3E6	CRC-C1560AB677818B57		0	negatome
P35288	Q91V27	CRC-AA1F2B25BAECD3E6	CRC-C91444B16B8EFA1D		0	negatome
P15531	Q00987	CRC-AAE9C0DF63CB70A1	CRC-F37CE163876BC983		0	negatome
P54274	Q15554	CRC-AB548E7D3124A211	CRC-3A278AC6B594C43A		0	negatome
Q16665	Q9Y6K9	CRC-ABD4F7DAA135BE2D	CRC-322D1037881447FF		0	negatome
P49023	Q9HBI1	CRC-ABF6C0BE5939623F	CRC-4BA4B50C83083DC7		0	negatome
P15498	P29353	CRC-AC3BC9736FD2F138	CRC-7EFA5CB185A548D1		0	negatome
P55258	Q99N80	CRC-AC89DC85588FB8F8	CRC-13ACC780131F65FB		0	negatome
P55258	Q99N50	CRC-AC89DC85588FB8F8	CRC-226B59F5A32FA4A4		0	negatome
P55258	Q80T23	CRC-AC89DC85588FB8F8	CRC-C1560AB677818B57		0	negatome
P55258	Q91V27	CRC-AC89DC85588FB8F8	CRC-C91444B16B8EFA1D		0	negatome
P55258	Q99N48	CRC-AC89DC85588FB8F8	CRC-F9F404D2D77A6351		0	negatome
P63001	Q8BH43	CRC-ACEDF83A45E5EA67	CRC-4F970D0577792503		0	negatome
P63001	Q66T02	CRC-ACEDF83A45E5EA67	CRC-E34A0B88D61CEE2B		0	negatome
P40424	Q9BQG0	CRC-AD3FFACBC5A9E715	CRC-0B053465D5B3511F		0	negatome
P04637	P63244	CRC-AD5C149FD8106131	CRC-257F91E369ED2044		0	negatome
P04637	P56597	CRC-AD5C149FD8106131	CRC-9D37CD80338159A1		0	negatome
P04637	Q13232	CRC-AD5C149FD8106131	CRC-CCA41A122A37202D		0	negatome
P04637	Q01105	CRC-AD5C149FD8106131	CRC-F4664118171EF230		0	negatome
P04637	P10242	CRC-AD5C149FD8106131	CRC-FD5E6694020426ED		0	negatome
P23297	P31949	CRC-AD5E53AF326B25D2	CRC-1729ED680290CFE4		0	negatome
Q8C129	Q9AVB0	CRC-AD6F98196EBA683B	CRC-463F667183D7E74B		0	negatome
P11799-3	P62149	CRC-AD7D8A3B69EE3363	CRC-6B4BC3FCDE10727B		0	negatome
P25916	Q92769	CRC-AD7DECDB6B29DCE5	CRC-775419CCCDAE07FA		0	negatome
O00459	P04626	CRC-ADAC3E4B61F3F44A	CRC-39E9DFDA04DCF962		0	negatome
O00459	P20023	CRC-ADAC3E4B61F3F44A	CRC-7D89DB4A07847E9A		0	negatome
O00459	P48736	CRC-ADAC3E4B61F3F44A	CRC-EF2B1A0E1CBEF406		0	negatome
G3V608	Q08125	CRC-ADAC63664E97A520	CRC-214A928B4C047031		0	negatome
O75888	Q68396	CRC-AE1A6B9457F6E298	CRC-4874D6CC0B1646F5		0	negatome
O75888	Q96RJ3	CRC-AE1A6B9457F6E298	CRC-F2BFB98099A27138		0	negatome
O75888	Q96RJ3	CRC-AE1A6B9457F6E298	CRC-F2BFB98099A27138		0	negatome
O75419	P49736	CRC-AE1BE2C8C8E5F867	CRC-52C6DC61F128B404		0	negatome
P97428	Q9Z0G0	CRC-AE3D798F15787392	CRC-52E5ED6092EA9300		0	negatome
P13405	Q61501	CRC-AE81D35A07ADB493	CRC-C5DF18AD3B4DFEFA		0	negatome
P08069	P08133	CRC-AE8A735F87F745C8	CRC-90F47474F7F6D7B6		0	negatome
P08069	Q92990	CRC-AE8A735F87F745C8	CRC-CE19050F1F692378		0	negatome
Q03167	Q15942	CRC-AEC56C4477C003B2	CRC-2833B1EFA260B762		0	negatome
Q00960	Q8K430	CRC-AEF8B9DF3C1B0D5D	CRC-911D9F08883DA1BC		0	negatome
Q9UDV6	Q9UHX1	CRC-AF0F7EEC8A482F8A	CRC-619F3C30D1C5951C		0	negatome
Q9UDV6	Q9UH92	CRC-AF0F7EEC8A482F8A	CRC-D1981730051473C5		0	negatome
O60895	P41587	CRC-AF69A9A461EFFCA3	CRC-265A43A70BE09699		0	negatome
O14640	P48729	CRC-B009BDBCC57BD562	CRC-1B2085AE33CAFAC2		0	negatome
O14640	P49841	CRC-B009BDBCC57BD562	CRC-4ACC24D00CDBB9C3		0	negatome
O14640	P35222	CRC-B009BDBCC57BD562	CRC-CB78F165A3EEF86E		0	negatome
O14640	Q92574	CRC-B009BDBCC57BD562	CRC-EF15509385C7AACC		0	negatome
Q43373	Q8C129	CRC-B029B2D00AD19674	CRC-AD6F98196EBA683B		0	negatome
Q13239	Q6PIZ9	CRC-B0FCC7D7B2ECA378	CRC-236A4BEFF427EA3E		0	negatome
O43290	O43447	CRC-B13525E80640DF9E	CRC-566BCE6361E0F339		0	negatome
O43290	Q15029	CRC-B13525E80640DF9E	CRC-862BD6CA7993F118		0	negatome
O43290	Q6P2Q9	CRC-B13525E80640DF9E	CRC-E823A15C60EA61C9		0	negatome
O43290	P83876	CRC-B13525E80640DF9E	CRC-EDDDAD7ADAEE87F3		0	negatome
P35916	P49763	CRC-B1473AAAC95E7E93	CRC-D364C6A73C1C6987		0	negatome
P35916	P49765	CRC-B1473AAAC95E7E93	CRC-EDE4B1C0DFDAD6BC		0	negatome
P30117	Q92985	CRC-B18B6ED5B613D9C6	CRC-9863C147514652DE		0	negatome
P21781	P22607-3	CRC-B19192474E6049E2	CRC-BC5EA75EA46F447E		0	negatome
P35240	Q92558	CRC-B1A1BF2BD5DA561C	CRC-44B4527BDB77BC6E		0	negatome
O00238	P22004	CRC-B283D9BF45535C79	CRC-3F19155B36049278		0	negatome
O00238	P22003	CRC-B283D9BF45535C79	CRC-631277413CCC22EE		0	negatome
O00238	P12465	CRC-B283D9BF45535C79	CRC-631E52784742B06B		0	negatome
O00238	P01137	CRC-B283D9BF45535C79	CRC-75391614250288FE		0	negatome
P62821	Q80T23	CRC-B2A8F4E3B0FB17D6	CRC-C1560AB677818B57		0	negatome
P62821	Q91V27	CRC-B2A8F4E3B0FB17D6	CRC-C91444B16B8EFA1D		0	negatome
P46630	Q9DVL1	CRC-B323311CBD40013D	CRC-344AF31B694B6883		0	negatome
P04351	P26955	CRC-B3B17644F6EF83CA	CRC-8E30ECB42C67F89A		0	negatome
Q96JB2	Q9Y2V7	CRC-B3DCF03FD4DC6A60	CRC-0F29785E722B5185		0	negatome
Q96JB2	Q96MW5	CRC-B3DCF03FD4DC6A60	CRC-2780349A5B037E55		0	negatome
Q96JB2	Q9H9E3	CRC-B3DCF03FD4DC6A60	CRC-93E8597991934AD2		0	negatome
Q96JB2	Q9UP83	CRC-B3DCF03FD4DC6A60	CRC-95BD2E254A0C3FF7		0	negatome
P34021	Q9VZ23	CRC-B48D610D722F014F	CRC-95916B5D4C3413F6		0	negatome
O88498-1	Q07820-2	CRC-B4D2146F9C0B37A0	CRC-D85821AC59275F1F		0	negatome
O88498-3	Q07820-2	CRC-B4D2146F9C0B37A0	CRC-D85821AC59275F1F		0	negatome
O88498-4	Q07820-2	CRC-B4D2146F9C0B37A0	CRC-D85821AC59275F1F		0	negatome
Q61206	Q924X6	CRC-B4D24048621AB182	CRC-BA1AF0132A964EBA		0	negatome
Q8NAP8	Q8NAP8	CRC-B5139F634D10C8C9	CRC-B5139F634D10C8C9		0	negatome
Q03141	Q64092	CRC-B597BDD0398617CF	CRC-DAB0487EC0F6E92D		0	negatome
O80809	Q9SYQ8	CRC-B5FA831683451831	CRC-2B2DC41AFF733B08		0	negatome
O80809	Q9SYQ8	CRC-B5FA831683451831	CRC-2B2DC41AFF733B08		0	negatome
O80809	Q9SYQ8	CRC-B5FA831683451831	CRC-2B2DC41AFF733B08		0	negatome
O95983	Q9UJW3	CRC-B62134DD1BEB636B	CRC-65EC2AB7492D53B3		0	negatome
P03973	Q9NNX6	CRC-B62F3221E0903D90	CRC-A23FA246014533C0		0	negatome
P48540	Q7KT06	CRC-B6731C767A3A95B7	CRC-2DBC76124153284C		0	negatome
P05712	Q9WUD9	CRC-B68AAFF894DBE819	CRC-453D1E904EC660A3		0	negatome
Q3MIR4	Q9NTI2	CRC-B68C91A784E33A44	CRC-93DF0640FB189CD9		0	negatome
Q3MIR4	Q9Y2Q0	CRC-B68C91A784E33A44	CRC-CE1EAF0206CD36F7		0	negatome
Q3MIR4	Q8TF62	CRC-B68C91A784E33A44	CRC-FFE8D935B7544D73		0	negatome
Q99MA9	Q9EQW6	CRC-B6AABAF5748A99E8	CRC-598AE76CB512D716		0	negatome
O89090	P31786	CRC-B6B989F0A252CEE5	CRC-86F725C998785675		0	negatome
Q09028	Q9Y618	CRC-B71E2D55A444C360	CRC-70A89C9A19612AAD		0	negatome
P16757	Q29983	CRC-B72F2C241C569967	CRC-1FE084813DDA13A8		0	negatome
P16757	Q8TD07	CRC-B72F2C241C569967	CRC-3309279B51B603C8		0	negatome
P16757	Q6H3X3	CRC-B72F2C241C569967	CRC-3F8350036951BA69		0	negatome
P16757	Q9BZM4	CRC-B72F2C241C569967	CRC-BAF07895640B9901		0	negatome
P51167	Q8UVW8	CRC-B771519A8A601031	CRC-08AAA7910B59E3DA		0	negatome
P41155	Q9YP87	CRC-B7D276AB84A22549	CRC-FC720DA743F62A2A		0	negatome
P06730	Q9HB40	CRC-B869B8DE615E699D	CRC-40D8FB3CBC09E3DE		0	negatome
P06730	Q9UKV8	CRC-B869B8DE615E699D	CRC-5C8552C43FC81345		0	negatome
P07621	P0A9X4	CRC-B93E53570955882D	CRC-1393696D8CDAEF93		0	negatome
P07621	P29131	CRC-B93E53570955882D	CRC-21CEA5771FF3FB66		0	negatome
P07621	P0AEN4	CRC-B93E53570955882D	CRC-6DD5DF7B2ECB7090		0	negatome
P07621	P0ABG4	CRC-B93E53570955882D	CRC-7935EC952AD9A1F3		0	negatome
P07621	P0A6S5	CRC-B93E53570955882D	CRC-9B50A7EF637809D7		0	negatome
P07621	P0A9A6	CRC-B93E53570955882D	CRC-B3A53340367DBBA0		0	negatome
P07621	P0AC30	CRC-B93E53570955882D	CRC-C006ED56043739AE		0	negatome
P07621	P0ABH0	CRC-B93E53570955882D	CRC-C2475377A229B982		0	negatome
P07621	P0AD68	CRC-B93E53570955882D	CRC-C89A403D5980B2CD		0	negatome
A6NIX2	O60663	CRC-B95E162B3009B886	CRC-E59FC36C39C7C9A3		0	negatome
P51693	Q8N2W9	CRC-B95F0F4D1C5CBAC7	CRC-26AAA18246E1ACE3		0	negatome
P51693	Q16891	CRC-B95F0F4D1C5CBAC7	CRC-357F25DCABB02E50		0	negatome
P51693	Q9H213	CRC-B95F0F4D1C5CBAC7	CRC-408C59F0CCAA6781		0	negatome
P51693	Q12873	CRC-B95F0F4D1C5CBAC7	CRC-4494F56E5D0E7083		0	negatome
P51693	Q9UKY1	CRC-B95F0F4D1C5CBAC7	CRC-66CF1CEC5EF824E5		0	negatome
P51693	Q7L311	CRC-B95F0F4D1C5CBAC7	CRC-7627CBFFE61C329B		0	negatome
P51693	P55854	CRC-B95F0F4D1C5CBAC7	CRC-E337E34CB5B3B187		0	negatome
P51693	Q8NI70	CRC-B95F0F4D1C5CBAC7	CRC-F073C2BA91FE0059		0	negatome
Q8IRY7	Q9W2K2	CRC-B9730DB3FDC58D4C	CRC-3DBB5D2B93574011		0	negatome
P48730	Q96EV8	CRC-B97F1717A52466D2	CRC-0504C86E12B66C08		0	negatome
P27986	Q15303-3	CRC-B9DAD8416C33140F	CRC-5E4AE80985D88761		0	negatome
P15205	P18508	CRC-B9E2ED2B5F3742A4	CRC-3C60B66E0D23072F		0	negatome
P15205	P63079	CRC-B9E2ED2B5F3742A4	CRC-6A5ABD8A9143FE45		0	negatome
P15205	P62813	CRC-B9E2ED2B5F3742A4	CRC-A270B43423B4086E		0	negatome
Q16254	Q56P03	CRC-BAAC95DE1B7E0832	CRC-1C0691602FFB516A		0	negatome
Q16254	Q8TAK5	CRC-BAAC95DE1B7E0832	CRC-DB0940BDDBF499C0		0	negatome
P46414	Q03147	CRC-BAC30D648B9BA3D6	CRC-455FFAB2CFEDEB3E		0	negatome
Q9VEN9	Q9VVI2	CRC-BB1A52728568F7A2	CRC-10B567618DF26CB6		0	negatome
Q9VEN9	Q9VTZ0	CRC-BB1A52728568F7A2	CRC-BE53130816D2B5AC		0	negatome
P08700	P26955	CRC-BB46F23FAC1259A4	CRC-8E30ECB42C67F89A		0	negatome
P08700	P15509	CRC-BB46F23FAC1259A4	CRC-D9025B981E41311D		0	negatome
P17679	Q9D7W5	CRC-BB627A92700D557A	CRC-20A0C02E00BCA667		0	negatome
P17679	Q924H2	CRC-BB627A92700D557A	CRC-A536FF2A75AE0771		0	negatome
P17679	Q9CQA5	CRC-BB627A92700D557A	CRC-A827D43766AAAD52		0	negatome
P17679	Q9CZB6	CRC-BB627A92700D557A	CRC-CB340CCF5770541C		0	negatome
P17679	Q80YQ2	CRC-BB627A92700D557A	CRC-FD7764FFB2A52B1A		0	negatome
P56524	Q969S8	CRC-BB7FD37652D12398	CRC-872D9427E6893A18		0	negatome
Q64729	Q8CIN4	CRC-BB8BB6D2261793AF	CRC-D8BDA7B193D41B1B		0	negatome
Q64729	Q8CF89	CRC-BB8BB6D2261793AF	CRC-F7529D2E3CF30696		0	negatome
P16070	Q09472	CRC-BB9B66B19B970349	CRC-8E869E1F174A6FEB		0	negatome
P12956	P16104	CRC-BBD3CD434526DFCB	CRC-D4683775C2E6C3A9		0	negatome
P12956	P46063	CRC-BBD3CD434526DFCB	CRC-F616DC3191F79391		0	negatome
P43146	Q6ZVN8	CRC-BC17EA0E93DE8768	CRC-031C835F9B6DC06C		0	negatome
P31150	Q9H9D4	CRC-BC283A445E50A652	CRC-0D3CDA7572D17721		0	negatome
P31150	Q92785	CRC-BC283A445E50A652	CRC-1044B4D3036075FC		0	negatome
P31150	Q8TAU0	CRC-BC283A445E50A652	CRC-10A279CFA3C8A6DB		0	negatome
