From	To	crc_hash	source	description
O75376	O75376	CRC-1647FE060373A125	query	sp|O75376|NCOR1_HUMAN Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=2
P63329	P63329	CRC-16530C27DDBF1F05	query	sp|P63329|PP2BA_RAT Protein phosphatase 3 catalytic subunit alpha OS=Rattus norvegicus OX=10116 GN=Ppp3ca PE=1 SV=1
P18113	P18113	CRC-16705C200E02995B	query	sp|P18113|THB_RAT Thyroid hormone receptor beta OS=Rattus norvegicus OX=10116 GN=Thrb PE=1 SV=2
Q13541	Q13541	CRC-1682A6BA74132966	query	sp|Q13541|4EBP1_HUMAN Eukaryotic translation initiation factor 4E-binding protein 1 OS=Homo sapiens OX=9606 GN=EIF4EBP1 PE=1 SV=3
Q6P1X5	Q6P1X5	CRC-169DA4A3878CFD59	query	sp|Q6P1X5|TAF2_HUMAN Transcription initiation factor TFIID subunit 2 OS=Homo sapiens OX=9606 GN=TAF2 PE=1 SV=3
P29965	P29965	CRC-16F5CEB093BCC2BB	query	sp|P29965|CD40L_HUMAN CD40 ligand OS=Homo sapiens OX=9606 GN=CD40LG PE=1 SV=1
P09341	P09341	CRC-17048A6B4D765CA2	query	sp|P09341|GROA_HUMAN Growth-regulated alpha protein OS=Homo sapiens OX=9606 GN=CXCL1 PE=1 SV=1
P31949	P31949	CRC-1729ED680290CFE4	query	sp|P31949|S10AB_HUMAN Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2
P19366	P19366	CRC-174F4B075E7D57E3	query	sp|P19366|ATPB_ARATH ATP synthase subunit beta, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=atpB PE=1 SV=2
P27348	P27348	CRC-175534325E9E37C4	query	sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1
Q99650	Q99650	CRC-179852CA3D90D9EF	query	sp|Q99650|OSMR_HUMAN Oncostatin-M-specific receptor subunit beta OS=Homo sapiens OX=9606 GN=OSMR PE=1 SV=1
P35285	P35285	CRC-1799B676CA9091F7	query	sp|P35285|RB22A_MOUSE Ras-related protein Rab-22A OS=Mus musculus OX=10090 GN=Rab22a PE=1 SV=2
P36897	P36897	CRC-179F11404725DDCB	query	sp|P36897|TGFR1_HUMAN TGF-beta receptor type-1 OS=Homo sapiens OX=9606 GN=TGFBR1 PE=1 SV=1
Q80US8	Q80US8	CRC-17E1149064907085	query	sp|Q80US8|MAD3_MOUSE Max dimerization protein 3 OS=Mus musculus OX=10090 GN=Mxd3 PE=1 SV=1
P27584	P27584	CRC-1841026C8BDCC0E6	query	sp|P27584|GPA1_SCHPO Guanine nucleotide-binding protein alpha-1 subunit OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gpa1 PE=3 SV=4
Q07157	Q07157	CRC-189E31617084C0CC	query	sp|Q07157|ZO1_HUMAN Tight junction protein ZO-1 OS=Homo sapiens OX=9606 GN=TJP1 PE=1 SV=3
G0TQZ9	G0TQZ9	CRC-18C0D7E01B851150	query	tr|G0TQZ9|G0TQZ9_TRYVY BRCA-2_OB1 domain-containing protein OS=Trypanosoma vivax (strain Y486) OX=1055687 GN=TVY486_0100100 PE=4 SV=1
O75558	O75558	CRC-18E8B43BA987D891	query	sp|O75558|STX11_HUMAN Syntaxin-11 OS=Homo sapiens OX=9606 GN=STX11 PE=1 SV=1
Q16594	Q16594	CRC-1925AEC65D6C84C7	query	sp|Q16594|TAF9_HUMAN Transcription initiation factor TFIID subunit 9 OS=Homo sapiens OX=9606 GN=TAF9 PE=1 SV=1
Q08493	Q08493	CRC-1932116C9CE0322C	query	sp|Q08493|PDE4C_HUMAN cAMP-specific 3',5'-cyclic phosphodiesterase 4C OS=Homo sapiens OX=9606 GN=PDE4C PE=1 SV=2
Q08493-2	Q08493	CRC-1932116C9CE0322C	query	sp|Q08493|PDE4C_HUMAN cAMP-specific 3',5'-cyclic phosphodiesterase 4C OS=Homo sapiens OX=9606 GN=PDE4C PE=1 SV=2
P02870	P02870	CRC-194756B9F1A069C5	query	sp|P02870|LEC_LENCU Lectin OS=Lens culinaris OX=3864 PE=1 SV=2
C4ZQ83	C4ZQ83	CRC-195147734CDF8B04	uniparc	tr|A0A0E0Y2P4|A0A0E0Y2P4_ECO1C Outer membrane protein A OS=Escherichia coli O104:H4 (strain 2011C-3493) OX=1133852 GN=ompA PE=3 SV=1
Q9UKT4	Q9UKT4	CRC-196FBC2578F92120	query	sp|Q9UKT4|FBX5_HUMAN F-box only protein 5 OS=Homo sapiens OX=9606 GN=FBXO5 PE=1 SV=1
O15492	O15492	CRC-19B384E935F3E5D1	query	sp|O15492|RGS16_HUMAN Regulator of G-protein signaling 16 OS=Homo sapiens OX=9606 GN=RGS16 PE=1 SV=2
Q8L500	Q8L500	CRC-19D6C9571CA77A40	query	sp|Q8L500|APRR9_ARATH Two-component response regulator-like APRR9 OS=Arabidopsis thaliana OX=3702 GN=APRR9 PE=1 SV=2
Q6WKZ4	Q6WKZ4	CRC-19DF0C848435780B	query	sp|Q6WKZ4|RFIP1_HUMAN Rab11 family-interacting protein 1 OS=Homo sapiens OX=9606 GN=RAB11FIP1 PE=1 SV=3
P13808	P13808	CRC-1A0782C0071782EE	query	sp|P13808|B3A2_MOUSE Anion exchange protein 2 OS=Mus musculus OX=10090 GN=Slc4a2 PE=1 SV=1
P38431	P38431	CRC-1A1DA563B4ED1B1F	query	sp|P38431|IF5_YEAST Eukaryotic translation initiation factor 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIF5 PE=1 SV=1
P63011	P63011	CRC-1A3E9F8C9D09EB40	query	sp|P63011|RAB3A_MOUSE Ras-related protein Rab-3A OS=Mus musculus OX=10090 GN=Rab3a PE=1 SV=1
P35348	P35348	CRC-1A50487531DECDF0	query	sp|P35348|ADA1A_HUMAN Alpha-1A adrenergic receptor OS=Homo sapiens OX=9606 GN=ADRA1A PE=1 SV=2
P54748-1	P54748	CRC-1A5F5101E4DBF1B6	query	sp|P54748|PDE4A_RAT cAMP-specific 3',5'-cyclic phosphodiesterase 4A OS=Rattus norvegicus OX=10116 GN=Pde4a PE=1 SV=1
P54748-2	P54748	CRC-1A5F5101E4DBF1B6	query	sp|P54748|PDE4A_RAT cAMP-specific 3',5'-cyclic phosphodiesterase 4A OS=Rattus norvegicus OX=10116 GN=Pde4a PE=1 SV=1
Q548T0	Q548T0	CRC-1A7735C0566BDC8F	query	tr|Q548T0|Q548T0_MOUSE Syntaxin binding protein Munc18-2 OS=Mus musculus OX=10090 GN=Stxbp2 PE=1 SV=1
P22681	P22681	CRC-1AA6BF67377322CA	query	sp|P22681|CBL_HUMAN E3 ubiquitin-protein ligase CBL OS=Homo sapiens OX=9606 GN=CBL PE=1 SV=2
P63140	P63140	CRC-1ADFB4B04A3CFC22	query	sp|P63140|NFYB_RAT Nuclear transcription factor Y subunit beta OS=Rattus norvegicus OX=10116 GN=Nfyb PE=1 SV=1
Q95JH1	Q95JH1	CRC-1AE756651EEF33B8	query	tr|Q95JH1|Q95JH1_PIG Integrin beta OS=Sus scrofa OX=9823 GN=CD61 PE=1 SV=1
O00623	O00623	CRC-1AF0BE6416422109	query	sp|O00623|PEX12_HUMAN Peroxisome assembly protein 12 OS=Homo sapiens OX=9606 GN=PEX12 PE=1 SV=1
Q24311	Q24311	CRC-1AF0D035DE85363C	query	sp|Q24311|CUL1_DROME Cullin homolog 1 OS=Drosophila melanogaster OX=7227 GN=Cul1 PE=1 SV=2
Q06546	Q06546	CRC-1AF2ABBBC79191DD	query	sp|Q06546|GABPA_HUMAN GA-binding protein alpha chain OS=Homo sapiens OX=9606 GN=GABPA PE=1 SV=1
Q8IYS3	Q8IYS3	CRC-1AF2BD61C79191DD	query	tr|Q8IYS3|Q8IYS3_HUMAN GA binding protein transcription factor, alpha subunit 60kDa OS=Homo sapiens OX=9606 GN=GABPA PE=2 SV=1
P48729	P48729	CRC-1B2085AE33CAFAC2	query	sp|P48729|KC1A_HUMAN Casein kinase I isoform alpha OS=Homo sapiens OX=9606 GN=CSNK1A1 PE=1 SV=2
P04792	P04792	CRC-1B4DC44A6F6606D5	query	sp|P04792|HSPB1_HUMAN Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2
Q15910	Q15910	CRC-1B5029EB9D509BE5	query	sp|Q15910|EZH2_HUMAN Histone-lysine N-methyltransferase EZH2 OS=Homo sapiens OX=9606 GN=EZH2 PE=1 SV=2
P17661	P17661	CRC-1B5D9EA93C3BB319	query	sp|P17661|DESM_HUMAN Desmin OS=Homo sapiens OX=9606 GN=DES PE=1 SV=3
P28360	P28360	CRC-1B5F01B35920E64F	query	sp|P28360|MSX1_HUMAN Homeobox protein MSX-1 OS=Homo sapiens OX=9606 GN=MSX1 PE=1 SV=3
Q07832	Q07832	CRC-1B980646366EFA10	query	sp|Q07832|PLK1_MOUSE Serine/threonine-protein kinase PLK1 OS=Mus musculus OX=10090 GN=Plk1 PE=1 SV=2
P01374	P01374	CRC-1BBD5E7D496A3A82	query	sp|P01374|TNFB_HUMAN Lymphotoxin-alpha OS=Homo sapiens OX=9606 GN=LTA PE=1 SV=2
Q6NSJ8	Q6NSJ8	CRC-1BD57B91E8CC079F	query	tr|Q6NSJ8|Q6NSJ8_HUMAN CSF2RB protein OS=Homo sapiens OX=9606 GN=CSF2RB PE=2 SV=1
P70339	P70339	CRC-1C0482997EA95323	query	sp|P70339|FRAT1_MOUSE Proto-oncogene FRAT1 OS=Mus musculus OX=10090 GN=Frat1 PE=1 SV=2
Q56P03	Q56P03	CRC-1C0691602FFB516A	query	sp|Q56P03|EAPP_HUMAN E2F-associated phosphoprotein OS=Homo sapiens OX=9606 GN=EAPP PE=1 SV=4
O60313	O60313	CRC-1C397109787AEB4D	query	sp|O60313|OPA1_HUMAN Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=3
P26151	P26151	CRC-1C4F0033842767E7	query	sp|P26151|FCGR1_MOUSE High affinity immunoglobulin gamma Fc receptor I OS=Mus musculus OX=10090 GN=Fcgr1 PE=1 SV=1
Q8WVB6	Q8WVB6	CRC-1C71B8D71DA916CB	query	sp|Q8WVB6|CTF18_HUMAN Chromosome transmission fidelity protein 18 homolog OS=Homo sapiens OX=9606 GN=CHTF18 PE=1 SV=1
P07384	P07384	CRC-1CB6D7C56D063498	query	sp|P07384|CAN1_HUMAN Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1
O88895	O88895	CRC-1CB84DE250C3BB2C	query	sp|O88895|HDAC3_MOUSE Histone deacetylase 3 OS=Mus musculus OX=10090 GN=Hdac3 PE=1 SV=2
Q60841	Q60841	CRC-1CCE64C845160F2E	query	sp|Q60841|RELN_MOUSE Reelin OS=Mus musculus OX=10090 GN=Reln PE=1 SV=3
P0C8E7	P0C8E7	CRC-1CDFB331167EE2CF	query	sp|P0C8E7|EVA1_RHISA Evasin-1 OS=Rhipicephalus sanguineus OX=34632 PE=1 SV=1
P10747	P10747	CRC-1D9B6552A5878D0F	query	sp|P10747|CD28_HUMAN T-cell-specific surface glycoprotein CD28 OS=Homo sapiens OX=9606 GN=CD28 PE=1 SV=1
Q9UI95	Q9UI95	CRC-1DE6353EF7D650B9	query	sp|Q9UI95|MD2L2_HUMAN Mitotic spindle assembly checkpoint protein MAD2B OS=Homo sapiens OX=9606 GN=MAD2L2 PE=1 SV=2
Q61635	Q61635	CRC-1DFA0DE85082AF4E	query	tr|Q61635|Q61635_MOUSE GTP-binding protein OS=Mus musculus OX=10090 GN=Ifi47 PE=1 SV=1
P05783	P05783	CRC-1E5604C6BCC7A17A	query	sp|P05783|K1C18_HUMAN Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2
P53566	P53566	CRC-1E6CC09A330BEFEF	query	sp|P53566|CEBPA_MOUSE CCAAT/enhancer-binding protein alpha OS=Mus musculus OX=10090 GN=Cebpa PE=1 SV=2
P07437	P07437	CRC-1E6CD0A36773A103	query	sp|P07437|TBB5_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2
Q92968	Q92968	CRC-1E85BEE04366C01C	query	sp|Q92968|PEX13_HUMAN Peroxisomal membrane protein PEX13 OS=Homo sapiens OX=9606 GN=PEX13 PE=1 SV=2
Q7ZX24	Q7ZX24	CRC-1EA342A7E2A36DDA	query	tr|Q7ZX24|Q7ZX24_XENLA Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Xenopus laevis OX=8355 GN=hgs.L PE=2 SV=2
O14786	O14786	CRC-1EAC2FA6C8FD6A0B	query	sp|O14786|NRP1_HUMAN Neuropilin-1 OS=Homo sapiens OX=9606 GN=NRP1 PE=1 SV=3
P13631	P13631	CRC-1EE27B22772D4AFD	query	sp|P13631|RARG_HUMAN Retinoic acid receptor gamma OS=Homo sapiens OX=9606 GN=RARG PE=1 SV=1
Q13242	Q13242	CRC-1EE7BD8601CD80C0	query	sp|Q13242|SRSF9_HUMAN Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1
Q92572	Q92572	CRC-1EF17F375881288D	query	sp|Q92572|AP3S1_HUMAN AP-3 complex subunit sigma-1 OS=Homo sapiens OX=9606 GN=AP3S1 PE=1 SV=1
P55002	P55002	CRC-1F193F2BE2EF1D05	query	sp|P55002|MFAP2_MOUSE Microfibrillar-associated protein 2 OS=Mus musculus OX=10090 GN=Mfap2 PE=2 SV=1
P42586	P42586	CRC-1F3DBB8127667F19	query	sp|P42586|NKX22_MOUSE Homeobox protein Nkx-2.2 OS=Mus musculus OX=10090 GN=Nkx2-2 PE=1 SV=2
P07249	P07249	CRC-1F46C5C53ED88EE6	query	sp|P07249|ARGR1_YEAST Arginine metabolism regulation protein I OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARG80 PE=1 SV=2
P35872	P35872	CRC-1F9406B9EFDF9C0E	query	sp|P35872|NUSG_THET8 Transcription termination/antitermination protein NusG OS=Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8) OX=300852 GN=nusG PE=1 SV=1
Q61391	Q61391	CRC-1FC39A971D98F6FE	query	sp|Q61391|NEP_MOUSE Neprilysin OS=Mus musculus OX=10090 GN=Mme PE=1 SV=3
Q29983	Q29983	CRC-1FE084813DDA13A8	query	sp|Q29983|MICA_HUMAN MHC class I polypeptide-related sequence A OS=Homo sapiens OX=9606 GN=MICA PE=1 SV=1
P70671	P70671	CRC-1FF67C4E0FC7F027	query	sp|P70671|IRF3_MOUSE Interferon regulatory factor 3 OS=Mus musculus OX=10090 GN=Irf3 PE=1 SV=1
Q9WV60	Q9WV60	CRC-200C3FD1B38B4883	query	sp|Q9WV60|GSK3B_MOUSE Glycogen synthase kinase-3 beta OS=Mus musculus OX=10090 GN=Gsk3b PE=1 SV=2
P08476	P08476	CRC-201CDEDF99CB6919	query	sp|P08476|INHBA_HUMAN Inhibin beta A chain OS=Homo sapiens OX=9606 GN=INHBA PE=1 SV=2
P63095	P63095	CRC-20341187BE4412ED	query	sp|P63095|GNAS2_RAT Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Rattus norvegicus OX=10116 GN=Gnas PE=1 SV=1
P12643	P12643	CRC-20653A3987B25E60	query	sp|P12643|BMP2_HUMAN Bone morphogenetic protein 2 OS=Homo sapiens OX=9606 GN=BMP2 PE=1 SV=1
Q6QLM7	Q6QLM7	CRC-2068CCC4E05A24CB	query	sp|Q6QLM7|KIF5A_RAT Kinesin heavy chain isoform 5A OS=Rattus norvegicus OX=10116 GN=Kif5a PE=1 SV=1
P62310	P62310	CRC-206B0DF0D95CD4D2	query	sp|P62310|LSM3_HUMAN U6 snRNA-associated Sm-like protein LSm3 OS=Homo sapiens OX=9606 GN=LSM3 PE=1 SV=2
Q8HY58	Q8HY58	CRC-2077CDDAFB8D67C1	query	tr|Q8HY58|Q8HY58_PIG Myocyte A kinase anchor protein (Fragment) OS=Sus scrofa OX=9823 PE=2 SV=1
Q07343-1	Q07343	CRC-208FCE9CD40EF5EB	query	sp|Q07343|PDE4B_HUMAN cAMP-specific 3',5'-cyclic phosphodiesterase 4B OS=Homo sapiens OX=9606 GN=PDE4B PE=1 SV=1
Q07343-2	Q07343	CRC-208FCE9CD40EF5EB	query	sp|Q07343|PDE4B_HUMAN cAMP-specific 3',5'-cyclic phosphodiesterase 4B OS=Homo sapiens OX=9606 GN=PDE4B PE=1 SV=1
Q07343	Q07343	CRC-208FCE9CD40EF5EB	query	sp|Q07343|PDE4B_HUMAN cAMP-specific 3',5'-cyclic phosphodiesterase 4B OS=Homo sapiens OX=9606 GN=PDE4B PE=1 SV=1
Q07343-3	Q07343	CRC-208FCE9CD40EF5EB	query	sp|Q07343|PDE4B_HUMAN cAMP-specific 3',5'-cyclic phosphodiesterase 4B OS=Homo sapiens OX=9606 GN=PDE4B PE=1 SV=1
P01587	P01587	CRC-209C7CBB4FF77349	query	sp|P01587|CSF2_MOUSE Granulocyte-macrophage colony-stimulating factor OS=Mus musculus OX=10090 GN=Csf2 PE=1 SV=1
Q9D7W5	Q9D7W5	CRC-20A0C02E00BCA667	query	sp|Q9D7W5|MED8_MOUSE Mediator of RNA polymerase II transcription subunit 8 OS=Mus musculus OX=10090 GN=Med8 PE=1 SV=1
Q66HA7	Q66HA7	CRC-20EC3C81F39874FA	query	tr|Q66HA7|Q66HA7_RAT Core-binding factor subunit beta OS=Rattus norvegicus OX=10116 GN=Cbfb PE=1 SV=1
Q9UJW0	Q9UJW0	CRC-2105D6C0A713B11D	query	sp|Q9UJW0|DCTN4_HUMAN Dynactin subunit 4 OS=Homo sapiens OX=9606 GN=DCTN4 PE=1 SV=1
P62312	P62312	CRC-21167891FDE804F1	query	sp|P62312|LSM6_HUMAN U6 snRNA-associated Sm-like protein LSm6 OS=Homo sapiens OX=9606 GN=LSM6 PE=1 SV=1
P22087	P22087	CRC-2123F41E01EC557A	query	sp|P22087|FBRL_HUMAN rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2
Q08125	Q08125	CRC-214A928B4C047031	query	sp|Q08125|IL5_RAT Interleukin-5 OS=Rattus norvegicus OX=10116 GN=Il5 PE=3 SV=1
P51843	P51843	CRC-214E237097DF9786	query	sp|P51843|NR0B1_HUMAN Nuclear receptor subfamily 0 group B member 1 OS=Homo sapiens OX=9606 GN=NR0B1 PE=1 SV=2
Q9Y6W8	Q9Y6W8	CRC-214EC741C9BDC9FC	query	sp|Q9Y6W8|ICOS_HUMAN Inducible T-cell costimulator OS=Homo sapiens OX=9606 GN=ICOS PE=1 SV=1
P63101	P63101	CRC-2164DF3793B45B7A	query	sp|P63101|1433Z_MOUSE 14-3-3 protein zeta/delta OS=Mus musculus OX=10090 GN=Ywhaz PE=1 SV=1
P29131	P29131	CRC-21CEA5771FF3FB66	query	sp|P29131|FTSN_ECOLI Cell division protein FtsN OS=Escherichia coli (strain K12) OX=83333 GN=ftsN PE=1 SV=3
Q61146	Q61146	CRC-21D62F370EB33E7D	query	sp|Q61146|OCLN_MOUSE Occludin OS=Mus musculus OX=10090 GN=Ocln PE=1 SV=1
O35625	O35625	CRC-2216D66E92387B81	query	sp|O35625|AXIN1_MOUSE Axin-1 OS=Mus musculus OX=10090 GN=Axin1 PE=1 SV=3
P35452	P35452	CRC-224D53783405A162	query	sp|P35452|HXD12_HUMAN Homeobox protein Hox-D12 OS=Homo sapiens OX=9606 GN=HOXD12 PE=1 SV=3
Q99N50	Q99N50	CRC-226B59F5A32FA4A4	query	sp|Q99N50|SYTL2_MOUSE Synaptotagmin-like protein 2 OS=Mus musculus OX=10090 GN=Sytl2 PE=1 SV=2
Q76N89	Q76N89	CRC-22AE698F16276E98	query	sp|Q76N89|HECW1_HUMAN E3 ubiquitin-protein ligase HECW1 OS=Homo sapiens OX=9606 GN=HECW1 PE=1 SV=3
P11627	P11627	CRC-22BE57001CB2A538	query	sp|P11627|L1CAM_MOUSE Neural cell adhesion molecule L1 OS=Mus musculus OX=10090 GN=L1cam PE=1 SV=1
P49069	P49069	CRC-22DCD8CF022FEF09	query	sp|P49069|CAMLG_HUMAN Guided entry of tail-anchored proteins factor CAMLG OS=Homo sapiens OX=9606 GN=CAMLG PE=1 SV=1
Q49A26	Q49A26	CRC-2327FC8164B338B7	query	sp|Q49A26|GLYR1_HUMAN Cytokine-like nuclear factor N-PAC OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=4
Q9Z1P2	Q9Z1P2	CRC-2360D496D0A84095	query	sp|Q9Z1P2|ACTN1_RAT Alpha-actinin-1 OS=Rattus norvegicus OX=10116 GN=Actn1 PE=1 SV=1
P13010	P13010	CRC-2363CA84834E74A3	query	sp|P13010|XRCC5_HUMAN X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3
Q6PIZ9	Q6PIZ9	CRC-236A4BEFF427EA3E	query	sp|Q6PIZ9|TRAT1_HUMAN T-cell receptor-associated transmembrane adapter 1 OS=Homo sapiens OX=9606 GN=TRAT1 PE=1 SV=1
Q96QT6	Q96QT6	CRC-239223BE9EAF619B	query	sp|Q96QT6|PHF12_HUMAN PHD finger protein 12 OS=Homo sapiens OX=9606 GN=PHF12 PE=1 SV=2
O60936	O60936	CRC-239EF1A143EF6168	query	sp|O60936|NOL3_HUMAN Nucleolar protein 3 OS=Homo sapiens OX=9606 GN=NOL3 PE=1 SV=2
Q5YLB2	Q5YLB2	CRC-23A115E20904F78D	query	tr|Q5YLB2|Q5YLB2_HUMAN Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=1 SV=1
P39060	P39060	CRC-23A327DCBD3B328D	query	sp|P39060|COIA1_HUMAN Collagen alpha-1(XVIII) chain OS=Homo sapiens OX=9606 GN=COL18A1 PE=1 SV=5
P79348	P79348	CRC-23B39C2DC4A0617F	query	sp|P79348|RGS20_BOVIN Regulator of G-protein signaling 20 OS=Bos taurus OX=9913 GN=RGS20 PE=1 SV=2
P31324	P31324	CRC-24196C3037789827	query	sp|P31324|KAP3_MOUSE cAMP-dependent protein kinase type II-beta regulatory subunit OS=Mus musculus OX=10090 GN=Prkar2b PE=1 SV=3
P42225	P42225	CRC-249D919952BE65F1	query	sp|P42225|STAT1_MOUSE Signal transducer and activator of transcription 1 OS=Mus musculus OX=10090 GN=Stat1 PE=1 SV=1
P11276	P11276	CRC-24A207BE67F85585	query	sp|P11276|FINC_MOUSE Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=4
P12259	P12259	CRC-24AEF3FEA7332E37	query	sp|P12259|FA5_HUMAN Coagulation factor V OS=Homo sapiens OX=9606 GN=F5 PE=1 SV=4
P63244	P63244	CRC-257F91E369ED2044	query	sp|P63244|RACK1_HUMAN Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3
Q504U8	Q504U8	CRC-25B062C735D62AD1	query	tr|Q504U8|Q504U8_HUMAN Receptor protein-tyrosine kinase OS=Homo sapiens OX=9606 GN=EGFR PE=1 SV=1
O08915	O08915	CRC-25C61AB65F9064F2	query	sp|O08915|AIP_MOUSE AH receptor-interacting protein OS=Mus musculus OX=10090 GN=Aip PE=1 SV=1
P00441	P00441	CRC-25CA38DA8D564483	query	sp|P00441|SODC_HUMAN Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2
P05814	P05814	CRC-2619C524EA1358E8	query	sp|P05814|CASB_HUMAN Beta-casein OS=Homo sapiens OX=9606 GN=CSN2 PE=1 SV=4
Q9NQT5	Q9NQT5	CRC-264322144A199166	query	sp|Q9NQT5|EXOS3_HUMAN Exosome complex component RRP40 OS=Homo sapiens OX=9606 GN=EXOSC3 PE=1 SV=3
P22897	P22897	CRC-264E5AF3C576A5E3	query	sp|P22897|MRC1_HUMAN Macrophage mannose receptor 1 OS=Homo sapiens OX=9606 GN=MRC1 PE=1 SV=1
Q9UBW7	Q9UBW7	CRC-2652D4C766492FF9	query	sp|Q9UBW7|ZMYM2_HUMAN Zinc finger MYM-type protein 2 OS=Homo sapiens OX=9606 GN=ZMYM2 PE=1 SV=1
Q06609	Q06609	CRC-26578E6206DEDEDA	query	sp|Q06609|RAD51_HUMAN DNA repair protein RAD51 homolog 1 OS=Homo sapiens OX=9606 GN=RAD51 PE=1 SV=1
P41587	P41587	CRC-265A43A70BE09699	query	sp|P41587|VIPR2_HUMAN Vasoactive intestinal polypeptide receptor 2 OS=Homo sapiens OX=9606 GN=VIPR2 PE=1 SV=2
Q99K43	Q99K43	CRC-267E2966FF237BD1	query	sp|Q99K43|PRC1_MOUSE Protein regulator of cytokinesis 1 OS=Mus musculus OX=10090 GN=Prc1 PE=1 SV=2
Q8N2W9	Q8N2W9	CRC-26AAA18246E1ACE3	query	sp|Q8N2W9|PIAS4_HUMAN E3 SUMO-protein ligase PIAS4 OS=Homo sapiens OX=9606 GN=PIAS4 PE=1 SV=1
P26368	P26368	CRC-26AD271CD8FC6211	query	sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4
Q96MW5	Q96MW5	CRC-2780349A5B037E55	query	sp|Q96MW5|COG8_HUMAN Conserved oligomeric Golgi complex subunit 8 OS=Homo sapiens OX=9606 GN=COG8 PE=1 SV=2
P04233	P04233	CRC-27A13F252D5FB91D	query	sp|P04233|HG2A_HUMAN HLA class II histocompatibility antigen gamma chain OS=Homo sapiens OX=9606 GN=CD74 PE=1 SV=3
P47825	P47825	CRC-27E6852859872767	query	sp|P47825|TAF4_DROME Transcription initiation factor TFIID subunit 4 OS=Drosophila melanogaster OX=7227 GN=Taf4 PE=1 SV=1
P12645	P12645	CRC-2809B7EF5E37596A	query	sp|P12645|BMP3_HUMAN Bone morphogenetic protein 3 OS=Homo sapiens OX=9606 GN=BMP3 PE=1 SV=2
Q99759	Q99759	CRC-28129168A57571DD	query	sp|Q99759|M3K3_HUMAN Mitogen-activated protein kinase kinase kinase 3 OS=Homo sapiens OX=9606 GN=MAP3K3 PE=1 SV=2
Q15942	Q15942	CRC-2833B1EFA260B762	query	sp|Q15942|ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1
Q16763	Q16763	CRC-2842DC3DCD2AFCB5	query	sp|Q16763|UBE2S_HUMAN Ubiquitin-conjugating enzyme E2 S OS=Homo sapiens OX=9606 GN=UBE2S PE=1 SV=2
Q16539	Q16539	CRC-286C81D0487618B3	query	sp|Q16539|MK14_HUMAN Mitogen-activated protein kinase 14 OS=Homo sapiens OX=9606 GN=MAPK14 PE=1 SV=3
Q9D8D0	Q9D8D0	CRC-28BC7C1A02FB87EF	query	sp|Q9D8D0|TR13C_MOUSE Tumor necrosis factor receptor superfamily member 13C OS=Mus musculus OX=10090 GN=Tnfrsf13c PE=1 SV=1
P01132	P01132	CRC-28F35C928280D31B	query	sp|P01132|EGF_MOUSE Pro-epidermal growth factor OS=Mus musculus OX=10090 GN=Egf PE=1 SV=2
P32972	P32972	CRC-29003157DD425159	query	sp|P32972|TNFL8_MOUSE Tumor necrosis factor ligand superfamily member 8 OS=Mus musculus OX=10090 GN=Tnfsf8 PE=2 SV=1
O88777	O88777	CRC-299A7C416405046C	query	sp|O88777|PSN2_RAT Presenilin-2 OS=Rattus norvegicus OX=10116 GN=Psen2 PE=1 SV=2
